run,label,benchmark,response_tokens_mean,assistant_turns_mean_all_messages,retrieval_rounds_mean,search_queries_mean,parallel_factor_mean,parallel_sample_rate,multi_query_round_rate,zero_search_rate,no_answer_tag_rate,empty_output_rate
step110_20260912_064051,e1b_step110,popqa,302.817,2.217,1.218484342076582,1.6752888178449465,1.4287394947806924,0.37433699048172636,0.37433699048172636,0.0004359514640703335,0.0016711472789362784,0.0
step110_20260912_064051,e1b_step110,hotpotqa,317.04,2.41,1.4101836844948676,1.9581307401404646,1.5232531964703766,0.5176931388438681,0.5176931388438681,0.0001350621285791464,0.0004051863857374392,0.0
step110_20260912_064051,e1b_step110,2wikimultihopqa,326.261,2.583,1.5838899491094147,2.147980279898219,1.4972527035623424,0.5444497455470738,0.5444497455470738,0.0,0.0006361323155216285,0.0
step110_20260912_064051,e1b_step110,musique,363.309,2.881,1.8871837411862298,2.291165491497304,1.3262995990598652,0.37785151389464955,0.37785151389464955,0.0,0.002073828287017835,0.0
step110_20260912_064051,e1b_step110,bamboogle,283.48,2.664,1.664,1.944,1.256,0.272,0.272,0.0,0.0,0.0
step110_20260912_064051,e1b_step110,OVERALL,,,1.3370246674869632,1.9019941016777016,1.4225572257037264,0.49313489970899005,,0.00027343215952813424,0.001093728638112537,
step120_20260911_235134,e1b_step120,nq,307.905,2.062,1.0628808864265928,1.862049861495845,1.7886426592797782,0.628808864265928,0.628808864265928,0.000554016620498615,0.00110803324099723,0.0
step120_20260911_235134,e1b_step120,triviaqa,301.228,2.085,1.086103253182461,1.7816478076379068,1.6845422265440828,0.5721357850070722,0.5721357850070722,8.84016973125884e-05,0.0006188118811881188,0.0
step120_20260911_235134,e1b_step120,popqa,309.58,2.17,1.1747438785148587,1.660030516602485,1.4625505582600697,0.39904090677904525,0.39904090677904525,0.0010172200828307781,0.002615708784422001,0.0
step120_20260911_235134,e1b_step120,hotpotqa,311.541,2.373,1.3741220961642355,1.9294975688816856,1.536151629749685,0.5241761210156672,0.5241761210156672,0.0,0.0002701242571582928,0.0
step120_20260911_235134,e1b_step120,2wikimultihopqa,320.999,2.532,1.5325222646310432,2.0985209923664123,1.5137464217557255,0.5426208651399491,0.5426208651399491,0.00023854961832061068,0.0007156488549618321,0.0
step120_20260911_235134,e1b_step120,musique,358.582,2.804,1.8067192036499378,2.2206553297386975,1.3457175445873082,0.3844877644131066,0.3844877644131066,0.0,0.0008295313148071339,0.0
step120_20260911_235134,e1b_step120,bamboogle,285.088,2.68,1.68,1.912,1.22,0.224,0.224,0.0,0.0,0.0
step120_20260911_235134,e1b_step120,OVERALL,,,1.2949747075252436,1.8748266635417277,1.4477708735521235,0.505732309915822,,0.00039061737075447747,0.0011718521122634324,
step80_20260912_012841,e1b_step80,nq,311.88,2.229,1.2301939058171745,1.9069252077562326,1.6470683287165282,0.5498614958448753,0.5498614958448753,0.0002770083102493075,0.00110803324099723,0.0
step80_20260912_012841,e1b_step80,triviaqa,305.233,2.255,1.2566301272984441,1.8546676096181047,1.5644042146561594,0.4814356435643564,0.4814356435643564,0.0001768033946251768,0.0016796322489391797,0.0
step80_20260912_012841,e1b_step80,popqa,318.848,2.457,1.4661774322458767,1.8878878151565792,1.3721048151877209,0.33539199302477657,0.33539199302477657,0.0006539271961055002,0.0077744677759209475,0.0
step80_20260912_012841,e1b_step80,hotpotqa,325.167,2.595,1.5983252296056185,2.1122366288492707,1.4685395281829638,0.48419773095623986,0.48419773095623986,0.0,0.0025661804430037816,0.0
step80_20260912_012841,e1b_step80,2wikimultihopqa,349.103,2.902,1.9107029262086515,2.4673982188295165,1.4332623364231278,0.5343511450381679,0.5343511450381679,7.951653944020357e-05,0.006599872773536896,0.0
step80_20260912_012841,e1b_step80,musique,375.056,3.18,2.193280796350062,2.5657403566984653,1.2674966917501151,0.3504769805060141,0.3504769805060141,0.0,0.007880547490667772,0.0
step80_20260912_012841,e1b_step80,bamboogle,282.592,2.824,1.824,1.992,1.1586666666666667,0.168,0.168,0.0,0.0,0.0
step80_20260912_012841,e1b_step80,OVERALL,,,1.5666490888849827,2.088845920978106,1.3333208666816267,0.45346770570887285,,0.0002539012909904103,0.004902248002968692,
step90_20260912_031549,e1b_step90,nq,317.567,2.199,1.2,1.9429362880886427,1.7175392428439518,0.5792243767313019,0.5792243767313019,0.000554016620498615,0.0016620498614958448,0.0
step90_20260912_031549,e1b_step90,triviaqa,304.846,2.22,1.221004243281471,1.842998585572843,1.5926530822725136,0.5064533239038189,0.5064533239038189,0.0001768033946251768,0.0006188118811881188,0.0
step90_20260912_031549,e1b_step90,popqa,319.228,2.397,1.399985468284531,1.827653854537528,1.3820624137179411,0.3426578507592821,0.3426578507592821,0.001380512969556056,0.005449393300879169,0.0
step90_20260912_031549,e1b_step90,hotpotqa,321.109,2.539,1.5401134521880064,2.057806591031875,1.4781469475958946,0.48946515397082657,0.48946515397082657,0.0,0.0004051863857374392,0.0
step90_20260912_031549,e1b_step90,2wikimultihopqa,343.34,2.807,1.8106711195928753,2.37102417302799,1.4497970434993366,0.5373727735368957,0.5373727735368957,0.0,0.001828880407124682,0.0
step90_20260912_031549,e1b_step90,musique,372.137,3.086,2.0974699294898382,2.488593944421402,1.2924167012304728,0.36126088759850683,0.36126088759850683,0.0,0.002488593944421402,0.0
step90_20260912_031549,e1b_step90,bamboogle,288.104,2.808,1.808,1.96,1.144,0.152,0.152,0.0,0.0,0.0
step90_20260912_031549,e1b_step90,OVERALL,,,1.5013183336262963,2.0373625515126657,1.357049005450832,0.46499091814613,,0.00044920997636764906,0.002343704224526865,
